gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
0610010K14Rik	200.090402559905	0.145407678836748	0.186388095085968	0.78013393918577	0.435312041337644	0.706664745071656
0610030E20Rik	885.474395904406	0.0574827381388098	0.167485850782441	0.343209518119105	0.731440844669741	0.883054304219286
0610040J01Rik	832.881147664351	-0.023488106357871	0.190067696807747	-0.12357758184248	0.90164974350359	0.96488447885691
1110004F10Rik	1062.32254587302	0.173593235284579	0.102517035083488	1.69331111793476	0.0903962629872997	0.335002487940896
1110038F14Rik	148.535983208562	-0.0506444321753038	0.120152264052837	-0.421502104638103	0.673388474669357	0.85267467855151
1110059E24Rik	450.793845523213	0.19766065653747	0.187369123346113	1.05492651621338	0.291458933940893	0.583010407318867
1110059G10Rik	230.281462177183	0.0997699773249683	0.204324749726228	0.488291200447565	0.625343593461998	0.827421203477759
1110065P20Rik	206.926743592606	-0.11136129960457	0.236560643461297	-0.470751592383073	0.637818136780429	0.835264002861157
1190005I06Rik	94.4746201236742	0.232305800840257	0.303022924940684	0.766627808393476	0.443302836862862	0.710332717333751
1500011B03Rik	30.3251726834207	-0.435022476934645	0.315736700255095	-1.37780142942893	0.168264604583911	0.451762686757103
1600012H06Rik	717.982030169848	0.269061921814885	0.120072391717018	2.2408308685064	0.0250370326175876	0.178756947402213
1600014C10Rik	4916.41981858363	0.350920008507285	0.203483679623115	1.72456095327766	0.0846066253548311	0.324756345685042
1700003E16Rik	31.3464852049525	-0.203969330413694	0.324424942591454	-0.628710384548179	0.529538678330313	0.770443919299082
1700010I14Rik	9.88599593817099	0.21879734961763	0.584995900507538	0.374015184427452	0.708393019170135	0.871357818173376
1700017B05Rik	195.848534562419	-0.162189132140498	0.311911370482703	-0.519984673497154	0.603074257479478	0.814530660941915
1700019D03Rik	12.1259689105366	0.203380463287587	0.502839832430314	0.404463708263948	0.685871760066683	0.859666717493428
1700025G04Rik	119.937207309627	-0.0287446561582122	0.261951434504372	-0.10973276864316	0.912621311716302	0.968181289833589
1700030J22Rik	9.49573027083694	-1.28738168731788	0.517824311006561	-2.48613605030523	0.012913858531229	0.130246638696405
1700030K09Rik	74.2572903084849	0.246768024526873	0.193303005027149	1.27658659259961	0.201748237774247	0.492096720320885
1700037C18Rik	13.2371567631005	0.0736846987384106	0.47894652191065	0.153847445106109	0.877730023346193	0.953769929225139
1700056E22Rik	17.2722674718788	-0.0334033381728648	0.442861774098517	-0.0754261038692269	0.939875690478264	0.977210733184622
1700066M21Rik	599.622800983068	-0.141056131467673	0.20914020312289	-0.674457274887457	0.500020640010591	0.75009960890193
1700067K01Rik	8.99343021494883	-0.0351719348906579	0.525180962827868	-0.0669710773621201	0.946604728412307	NA
1700123O20Rik	566.403331991561	-0.157897416604714	0.110560581612713	-1.42815291219993	0.153247850524322	0.434436276820455
1810009A15Rik	385.068571176697	-0.0611379376690635	0.16792892072389	-0.364070330503625	0.715805491512675	0.874414654159304
1810010H24Rik	61.8086962110585	0.445404950074472	0.312291292045868	1.42624838226054	0.153796658421648	0.434544797013053
1810024B03Rik	23.7828195387065	-0.266473428591122	0.307140224915944	-0.867595342368618	0.385615897112217	0.665867194132073
1810030O07Rik	268.503596244748	0.101904788943202	0.145287000034227	0.701403352806479	0.48305133019206	0.738104466370254
1810037I17Rik	530.777849905438	0.36125869227317	0.215880790159626	1.67341750049205	0.0942451350477736	0.340673636054714
1810055G02Rik	728.349529907612	0.500550676453254	0.392730623725161	1.27453945838343	0.202472297868186	0.492840137694964
1810062G17Rik	8.40148322313709	0.444701127047071	0.536030812191234	0.829618590821641	0.406754462328018	NA
2010003K11Rik	261.848134997426	-0.0901940049091574	0.295750916563752	-0.304966104440509	0.760391968084199	0.896467235186281
2010315B03Rik	296.852182316284	0.171332982177179	0.247337970494993	0.692707964872088	0.488492839640616	0.741920349845906
2200002D01Rik	143.849853554867	0.36012281372078	0.345086759336958	1.04357180905089	0.296683541427166	0.588111212193722
2210016L21Rik	357.266405117083	0.296711673582834	0.167705563932343	1.76924167943847	0.0768535514018314	0.311248902903343
2210408I21Rik	43.2676233659055	-0.35390303553189	0.307354420771073	-1.15144930938048	0.249547437928639	0.543447099119306
2300009A05Rik	109.067943716687	0.251813412524934	0.28476633059874	0.884280848776889	0.376544623842983	0.659986713608481
2310009B15Rik	56.6781018442628	0.293672939434708	0.281707732864401	1.04247383076299	0.297192052096886	0.588647860541167
2310011J03Rik	396.819252556001	-0.0153155053981714	0.13820756462749	-0.110815246903823	0.911762854539326	0.967746979904243
2310022A10Rik	146.400180988073	-0.118700351674036	0.140751016876072	-0.843335659724208	0.399040744614662	0.676490996180356
2310022B05Rik	497.509029567565	0.269146713933634	0.138006767534783	1.95024286664636	0.051147178764208	0.252132452729704
2310030G06Rik	338.09647790876	0.216566994331324	0.188877147387689	1.14660242028539	0.251545975736821	0.545445156175933
2310033P09Rik	155.332544412868	-0.0894326805667804	0.184493902651157	-0.484745995838575	0.627856534889276	0.82841678915595
2310039H08Rik	545.100469870936	0.240978139980644	0.230501932132352	1.045449544615	0.295815248417546	0.587769880868272
2310057M21Rik	73.0156498310066	-0.103215538376734	0.223180999218359	-0.462474577756272	0.64374102899773	0.837634246245411
2310061I04Rik	434.871794816813	0.35898783693232	0.267195305806213	1.34354095723778	0.179096873169675	0.464258734980733
2410002F23Rik	172.399514893837	-0.118345397093911	0.197618266455138	-0.598858593473077	0.549267185344485	0.784210841336924
2410004B18Rik	127.174503966296	-0.00504782774661232	0.160401422992164	-0.0314699686103091	0.974894741854673	0.990017281633945
