gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
0610010K14Rik	446.813619255375	0.0887907182027133	0.182066235986665	0.487683604384596	0.625773966806166	0.863348293244959
0610030E20Rik	1244.56671792697	-0.082981081628344	0.165809773909876	-0.500459530651357	0.616751545015196	0.85899295693688
0610040J01Rik	39.5930307513792	-0.3024138202871	0.498967673440331	-0.60607898343792	0.544462306122375	0.822639498724417
1110002E22Rik	1584.83210739914	-0.408677266901402	0.702090647419379	-0.582086185599461	0.560508629716473	0.831683916923634
1110004F10Rik	1985.9969146493	-0.273541663975797	0.127232539202988	-2.1499348019722	0.0315603723130712	0.2971052956403
1110025L11Rik	1261.00180860462	-3.67090385701077	3.09059030702281	-1.18776786708652	0.234924877281057	0.59634880453524
1110032F04Rik	8.25934377815418	0.11085280733208	0.81290379439899	0.136366453319409	0.891531592278376	NA
1110038F14Rik	452.120307284913	-0.0686509622352699	0.14880070654383	-0.461361802842304	0.64453905126164	0.873652317723127
1110059E24Rik	530.027279332753	-0.202495533181808	0.15429469862946	-1.31239462522366	0.189387019438598	0.552619537775754
1110059G10Rik	442.382517192726	-0.0619358303339539	0.152276313788434	-0.406733186488904	0.684203963446724	0.892646677430879
1110065P20Rik	284.661791578621	0.179095075624211	0.26925481118112	0.665150883798835	0.505953991824119	0.801904270744886
1190005I06Rik	68.658049493707	1.11408042821397	0.558855412019526	1.99350387283186	0.0462062998836575	0.339356522950729
1500009L16Rik	41.2855739379108	0.0900574671662401	0.423426423961195	0.212687404635129	0.831570791646636	0.950804287862436
1500011B03Rik	241.96962054377	-0.239587856003938	0.214992341577693	-1.1144018165752	0.26510684436874	0.626297931072772
1600012H06Rik	1141.64235966469	-0.0420243172253204	0.147505406927954	-0.284900181630945	0.775720616825957	0.930387828041184
1600014C10Rik	887.240924814965	0.343828962235581	0.275370264961285	1.24860598977134	0.211809220482315	0.575710571310658
1700001O22Rik	15.5274762862912	0.485976769855144	0.529582703030268	0.91765982362035	0.358796987558785	0.70411998836062
1700003E16Rik	26.0575720569774	0.249560843762712	0.438541340361308	0.569070280938856	0.569308445792374	0.835190693366938
1700017B05Rik	381.609188096207	0.244013033274105	0.249649632788739	0.977421959521151	0.328360295872993	0.683742984984337
1700019D03Rik	204.601070779285	0.277867281809208	0.370368644689082	0.750245156531736	0.453107066711657	0.769619028647846
1700020L24Rik	75.969129972176	0.636069262158026	0.432724218601892	1.46991833323573	0.141583873620878	0.495797870657886
1700025G04Rik	1892.3094878704	-0.0988438625702692	0.249867498010789	-0.395585113538862	0.692411120819895	0.895520196643476
1700028J19Rik	7.26016524429686	-0.823110301676448	0.739322842437589	-1.1133300020362	0.265566725639408	NA
1700030J22Rik	17.815474954838	-0.353705403881482	0.430631123815507	-0.821365164569521	0.411438299771639	0.742383408325225
1700030K09Rik	185.41711904845	0.222266009047407	0.144832750418331	1.53463915036772	0.124872490308121	0.473677864069974
1700037C18Rik	60.868871798876	0.0783566939529018	0.294073401881945	0.266452842900623	0.789890472860708	0.935758578316976
1700056E22Rik	15.5878792268012	-0.027720566624552	0.492401667318455	-0.0562966546712037	0.955105483796002	0.987778093857848
1700066M21Rik	265.343352187002	-0.330877998509145	0.230925667116856	-1.4328333555997	0.151905466510086	0.509465478667927
1700088E04Rik	33.0015900375443	-0.415564534871938	0.391102208220439	-1.06254714531735	0.287987367113175	0.647375137859167
1700102P08Rik	9.00936499377463	0.105485528869434	0.558350300976439	0.188923564086849	0.850152724668425	NA
1700109H08Rik	37.3946055961337	0.913579927012928	0.544229587450925	1.67866640858681	0.0932170761278635	0.431091488045471
1700123O20Rik	597.316640184604	-0.287864215659963	0.191846957978486	-1.5004888203244	0.133487827286587	0.48656505022702
1810009A15Rik	594.014741424044	-0.262324838626464	0.213342160579739	-1.22959680315235	0.218848127753499	0.582126713026152
1810010H24Rik	36.3682015909556	0.872770381082075	0.435233136047988	2.00529396499316	0.0449316296282355	0.337203416064018
1810024B03Rik	25.1874019594341	0.382228120358447	0.342305722656677	1.11662790032234	0.264153457135907	0.625154948433145
1810030O07Rik	960.738932090111	-0.0596928073457572	0.0970554857264957	-0.615037953794521	0.538529655889109	0.819187804051784
1810037I17Rik	1760.44461766959	-0.541868349946739	0.395214329354249	-1.37107465418097	0.170351685139881	0.531828798177411
1810055G02Rik	430.632577482208	-0.319094367001916	0.332308577849334	-0.960235119620027	0.3369368952448	0.690195283526163
1810062G17Rik	21.2859807479124	0.411735901933101	0.54456100246399	0.756087747874175	0.449596587341177	0.766944049278043
2010003K11Rik	53.7944040872582	1.73034262782923	0.665015138110254	2.60195975800832	0.00926927282121469	0.182116061747044
2010315B03Rik	398.21694117186	-0.121791488005391	0.207015603933857	-0.588320327989883	0.556317303603042	0.829608664376646
2200002D01Rik	140.514776024155	-0.0610069008661893	0.316120087881392	-0.192986473194576	0.846969561781273	0.955862157821531
2210016L21Rik	561.319054554682	0.0621300918145447	0.121834576086299	0.50995451217835	0.610083330193678	0.856587828749341
2210017I01Rik	284.387287616995	-2.03164266117579	0.984999522961223	-2.06258238081987	0.0391523231652554	0.32061894365861
2210408I21Rik	110.893503951533	-0.104061697890175	0.209273196320209	-0.497252871939463	0.61901074116945	0.859887922751888
2300009A05Rik	94.5149742869128	0.193265498525092	0.269250743797154	0.717790026499213	0.47288676382864	0.782028550015115
2310002L09Rik	724.853405770852	0.488382107120136	0.680492620336669	0.717689057198758	0.472949031983486	0.782028550015115
2310009B15Rik	122.31965102156	0.254445815222193	0.213661068507362	1.19088525111174	0.233698635315574	0.594887035025767
