gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
0610010K14Rik	443.239451671736	0.2929384784411	0.199135484622351	1.47105112379464	0.141277291567711	0.403706611688818
0610030E20Rik	1531.1041269164	-0.310221314650162	0.15776396767118	-1.96636354441048	0.0492566313906549	0.232732727874923
0610040J01Rik	49.8131820694522	1.22371338466377	0.346754139865811	3.52905198229884	0.000417051201362378	0.0115601843680127
1110002E22Rik	1292.0195364762	-0.59083935952319	0.520134652743163	-1.13593538982095	0.255983605710654	0.538144507461923
1110004F10Rik	1855.63570461998	0.0602967695618224	0.133140731366683	0.452879963500869	0.650635179502197	0.83689833339875
1110025L11Rik	606.489342284469	-12.5898676535679	4.13447917603215	-3.04509156233081	0.00232609482447426	0.0364179951514171
1110032F04Rik	11.4455859496739	-1.05805761185722	0.763175690699503	-1.38638799001504	0.165628461730204	0.437760464342233
1110038F14Rik	456.103437158017	0.254255063052224	0.123869019537288	2.05261221895509	0.0401102015419604	0.20728205165333
1110059E24Rik	521.484980224151	0.0571039084351091	0.152391012345508	0.374719660668966	0.707868968827774	0.867121396272632
1110059G10Rik	484.831961821841	-0.135138318090616	0.150083590469813	-0.900420343540466	0.367896598575582	0.642979405729468
1110065P20Rik	228.268266263507	0.25789308743305	0.259228345896462	0.994849103176605	0.319809660210944	0.5992295990818
1190005I06Rik	65.3349784761488	0.880517607556044	0.29172540712476	3.01830963656683	0.00254189043150135	0.0387073012140059
1500009L16Rik	32.322883745338	0.58320478310374	0.473804528277908	1.23089744461383	0.218361223477958	0.499020169915145
1500011B03Rik	215.022438453556	-0.455181539724364	0.187620427433444	-2.42607665887466	0.0152630458917045	0.119601473290228
1600012H06Rik	1188.55490382801	-0.0852822398878996	0.118097318126987	-0.722135279957818	0.470211309394558	0.725458232915561
1600014C10Rik	1098.4649370096	0.148683484788758	0.205068125002151	0.725044347029546	0.468424824744704	0.723561915703817
1700001O22Rik	15.8617583514214	0.0181506472240893	0.463701532603398	0.0391429528433615	0.968776415776021	0.98786404431229
1700003E16Rik	26.2950170938267	0.464653505726847	0.392184343227189	1.1847834156339	0.236103091374462	0.51848184302613
1700010I14Rik	8.15212910258203	-0.446653706113688	0.694093923970318	-0.643506146198146	0.51989572794005	0.756582290772126
1700017B05Rik	373.920331835275	0.186593160340377	0.18634694760414	1.00132125982959	0.316671517881258	0.596171309834695
1700019D03Rik	284.576603701666	-0.526913801959245	0.34793908125119	-1.51438521957482	0.12992816577169	0.386632467314495
1700020L24Rik	81.2761727192685	0.815175637047908	0.372273034078904	2.18972518131713	0.0285441736981203	0.171551364918719
1700025G04Rik	1960.39061556238	-0.274484246024376	0.201800150738266	-1.36017859758877	0.173773413625629	0.447666981554497
1700028J19Rik	6.04865300166091	0.839165141653027	0.85015118858058	0.987077537413204	0.323604628705636	0.602224714103984
1700030J22Rik	16.0845065807981	0.0491194167669413	0.456880131756506	0.107510511735537	0.914383986498837	0.965386224444519
1700030K09Rik	224.196958007121	0.168665220107819	0.184544087272421	0.913956239946273	0.36073984013089	0.63652415664929
1700037C18Rik	63.5541809575823	0.610947211729194	0.393128224884973	1.5540660096536	0.120168671982972	0.370763378294259
1700056E22Rik	16.7755868271762	-0.306385576861411	0.559388961718314	-0.54771473487833	0.583887792936479	0.798800099249043
1700066M21Rik	249.30648506348	0.0990929642148247	0.198908349840561	0.49818403447746	0.618354334422947	0.817470972836048
1700088E04Rik	33.606020319221	0.460663944096432	0.340173469615443	1.35420303240344	0.175671611845493	0.449746736319272
1700102P08Rik	11.7775592458498	0.84259580436482	0.720605835909757	1.16928806620203	0.242287589616805	0.524580412932674
1700109H08Rik	47.1814675807766	0.18231258647628	0.544434301267763	0.334866091375488	0.737726101946316	0.881777112547187
1700113H08Rik	6.83346198173669	-0.105475145865515	0.864329897989296	-0.122031120421593	0.902874371916565	0.960331372361362
1700123O20Rik	565.04626037244	0.233419922962443	0.182107916480763	1.28176702843724	0.19992438368441	0.47771408185631
1810009A15Rik	560.457117708556	0.0709247506160436	0.18683283246093	0.37961609681679	0.704230410243662	0.865567864319539
1810010H24Rik	48.2598447085932	-0.317533829276756	0.338902532247195	-0.936947349349242	0.348785641492659	0.626760032664972
1810024B03Rik	26.9305951608757	-0.16485917198189	0.34371134916427	-0.479644249114098	0.631480376650255	0.826238980972424
1810030O07Rik	1165.02349485072	0.137338904660749	0.0857487290266939	1.60164361874093	0.109234439458808	0.353233790801853
1810037I17Rik	1504.44231698288	0.378821582977759	0.206393873972317	1.83543036276633	0.0664419483432197	0.273239881544529
1810049J17Rik	5.93668792205061	1.00262840692996	5.61390736844784	0.178597248070941	0.858253955469076	0.939962025848339
1810055G02Rik	354.457524312518	-0.440866317410012	0.231784281872228	-1.90205441822427	0.0571640406724553	0.252123846431345
1810062G17Rik	18.2450674800958	0.154849178082222	0.590196357684519	0.262368915134841	0.793037035582309	0.910289963598805
2010003K11Rik	73.6465999149892	0.0556624528689447	0.63174986340047	0.0881083734143365	0.929790541242849	0.970991288562117
2010315B03Rik	502.826019253655	-0.0674654815575119	0.200106892927947	-0.337147214523011	0.73600592673988	0.880933825502835
2200002D01Rik	141.240545849723	0.539657445719641	0.305852401547622	1.76443749661261	0.0776583498429248	0.297311814660379
2210016L21Rik	584.287870816528	0.342449042493825	0.149401723880823	2.29213581743539	0.0218978071458949	0.147118100776735
2210017I01Rik	165.11485934082	-0.885137544202427	1.29930273740387	-0.681240421282427	0.495719375098508	0.741087550206468
